                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                0.97613,                 0.8708,                 1.0768,                0.60529,                 0.7158,                0.70074,                0.47478,                 1.1723,                 1.0182,                 1.1909,             0.00061386,             0.00061386,             0.00061386
                     19,                0.98648,                0.84314,                 1.0406,                0.71181,                0.62923,                0.70397,                 0.4762,                 1.1334,                 1.0277,                 1.1669,             0.00060797,             0.00060797,             0.00060797
                     20,                0.96214,                0.84158,                 1.0373,                 0.8012,                0.55162,                0.70331,                0.48205,                 1.0802,                0.96187,                 1.1397,             0.00060208,             0.00060208,             0.00060208
                     21,                0.93278,                0.80797,                 1.0291,                0.73011,                0.63699,                0.70795,                0.48613,                 1.1118,                 0.9797,                 1.1686,             0.00059619,             0.00059619,             0.00059619
                     22,                0.97389,                0.80991,                 1.0343,                 0.6302,                 0.6191,                0.65911,                0.44086,                  1.174,                 1.1205,                 1.1873,              0.0005903,              0.0005903,              0.0005903
                     23,                0.92171,                0.78071,                  1.036,                0.73733,                0.62857,                 0.7166,                0.48594,                 1.1015,                0.96626,                 1.1667,             0.00058441,             0.00058441,             0.00058441
                     24,                0.91005,                0.74444,                 1.0181,                0.69246,                0.73948,                0.75479,                0.51968,                  1.131,                0.94958,                 1.1609,             0.00057852,             0.00057852,             0.00057852
                     25,                0.88393,                0.69084,                 1.0149,                0.70226,                 0.6615,                0.72989,                0.50655,                 1.0823,                0.91118,                 1.1481,             0.00057263,             0.00057263,             0.00057263
                     26,                0.89497,                0.72462,                 1.0493,                0.69573,                0.68364,                 0.7268,                0.49752,                 1.0978,                0.94329,                 1.1632,             0.00056674,             0.00056674,             0.00056674
                     27,                0.91478,                0.70169,                 1.0017,                0.70176,                0.71442,                0.75021,                0.52975,                 1.0914,                0.87053,                 1.1637,             0.00056085,             0.00056085,             0.00056085
                     28,                0.89257,                0.70059,                0.99357,                0.68144,                0.69075,                0.74011,                0.51368,                 1.0714,                0.88678,                 1.1399,             0.00055496,             0.00055496,             0.00055496
                     29,                0.88969,                0.66165,                  1.019,                 0.6706,                0.70477,                0.74263,                0.48769,                 1.1334,                0.92489,                 1.1354,             0.00054907,             0.00054907,             0.00054907
                     30,                0.87551,                0.69805,                0.99334,                0.78218,                0.65008,                0.75515,                 0.5135,                 1.0982,                0.89617,                 1.1612,             0.00054318,             0.00054318,             0.00054318
                     31,                0.84296,                0.67064,                0.99354,                0.70073,                0.73805,                0.77199,                0.54077,                  1.069,                0.85598,                 1.1464,             0.00053728,             0.00053728,             0.00053728
                     32,                0.87774,                0.64462,                 1.0205,                0.83868,                0.69483,                0.78402,                0.54519,                 1.0865,                0.87636,                 1.1625,             0.00053139,             0.00053139,             0.00053139
                     33,                0.85582,                0.64228,                 1.0191,                 0.8015,                0.66062,                0.77073,                0.52984,                 1.0994,                0.92604,                  1.152,              0.0005255,              0.0005255,              0.0005255
                     34,                0.83032,                0.65583,                0.98936,                0.81157,                0.64636,                0.76019,                0.53028,                 1.0667,                0.86111,                 1.1398,             0.00051961,             0.00051961,             0.00051961
                     35,                0.83169,                0.63955,                0.99271,                0.81531,                 0.6639,                0.76663,                0.53579,                 1.0837,                0.87895,                 1.1694,             0.00051372,             0.00051372,             0.00051372
                     36,                0.82576,                0.62711,                0.96636,                0.82711,                0.74058,                0.80026,                0.55383,                 1.1016,                0.87329,                 1.1818,             0.00050783,             0.00050783,             0.00050783
                     37,                0.83529,                0.65371,                0.96758,                0.85344,                0.68463,                0.80499,                0.56093,                 1.0754,                0.90052,                 1.1372,             0.00050194,             0.00050194,             0.00050194
                     38,                 0.7958,                0.59646,                0.97301,                 0.8046,                0.71305,                0.80929,                0.56389,                 1.0715,                0.87077,                 1.1284,             0.00049605,             0.00049605,             0.00049605
                     39,                0.83796,                0.59746,                0.98889,                0.78749,                0.70674,                0.79787,                0.55937,                  1.076,                0.82263,                 1.1308,             0.00049016,             0.00049016,             0.00049016
                     40,                0.78581,                0.60207,                0.96264,                0.76298,                0.67196,                0.75323,                0.52105,                 1.0666,                0.86108,                 1.1434,             0.00048427,             0.00048427,             0.00048427
                     41,                 0.7807,                0.57879,                0.96439,                0.74774,                0.74312,                0.79381,                0.56019,                 1.0543,                0.80295,                 1.1451,             0.00047838,             0.00047838,             0.00047838
                     42,                0.78559,                0.58664,                0.96171,                0.71958,                0.73199,                0.79768,                0.55551,                 1.0721,                0.81084,                 1.1631,             0.00047249,             0.00047249,             0.00047249
                     43,                0.78188,                0.56652,                0.93706,                 0.7507,                0.70692,                 0.7717,                0.54638,                 1.0628,                0.85259,                 1.1441,              0.0004666,              0.0004666,              0.0004666
                     44,                 0.7626,                0.54468,                0.95741,                0.78053,                0.70189,                0.77843,                0.55022,                 1.0567,                0.83306,                 1.1393,             0.00046071,             0.00046071,             0.00046071
                     45,                0.77334,                0.55163,                0.95386,                0.83217,                0.69017,                0.79257,                0.54741,                 1.1167,                0.80923,                 1.1509,             0.00045482,             0.00045482,             0.00045482
                     46,                 0.7656,                0.55343,                0.94701,                0.83908,                0.67338,                0.79755,                0.54522,                  1.112,                0.77324,                 1.1691,             0.00044893,             0.00044893,             0.00044893
                     47,                0.77846,                0.57667,                0.96633,                0.76644,                0.73182,                0.80873,                0.56788,                 1.0667,                0.81918,                 1.1459,             0.00044304,             0.00044304,             0.00044304
                     48,                0.74831,                0.55218,                0.95153,                0.80542,                0.72599,                  0.807,                0.54744,                 1.1161,                0.79905,                 1.1656,             0.00043715,             0.00043715,             0.00043715
                     49,                0.72815,                0.53377,                0.94292,                0.81773,                0.69884,                0.81424,                 0.5665,                 1.0915,                0.79803,                 1.1629,             0.00043126,             0.00043126,             0.00043126
                     50,                0.74302,                 0.5439,                0.93441,                0.78992,                0.72343,                0.80384,                0.55665,                 1.0836,                0.77701,                 1.1519,             0.00042537,             0.00042537,             0.00042537
                     51,                0.73541,                0.53222,                0.95298,                0.77993,                0.69348,                0.79056,                0.55853,                  1.037,                0.77474,                 1.1401,             0.00041947,             0.00041947,             0.00041947
                     52,                 0.7381,                0.52771,                0.94747,                0.84284,                0.69304,                0.80195,                0.55518,                 1.0504,                 0.8285,                 1.1271,             0.00041358,             0.00041358,             0.00041358
                     53,                0.71591,                0.50369,                 0.9402,                0.80742,                 0.7349,                0.80951,                0.56801,                 1.0612,                0.78166,                 1.1357,             0.00040769,             0.00040769,             0.00040769
                     54,                0.71612,                0.51054,                 0.9361,                0.82872,                0.72239,                 0.8337,                0.59351,                 1.0381,                 0.7364,                 1.1509,              0.0004018,              0.0004018,              0.0004018
                     55,                0.73602,                0.52011,                0.95263,                0.78647,                0.72785,                0.82175,                0.57056,                 1.0664,                0.79798,                  1.144,             0.00039591,             0.00039591,             0.00039591
                     56,                0.72769,                0.51773,                0.92828,                 0.7785,                0.73569,                0.79017,                0.55742,                 1.0973,                0.81122,                 1.1655,             0.00039002,             0.00039002,             0.00039002
                     57,                0.69911,                0.49717,                0.93248,                0.78548,                0.76595,                 0.8159,                0.57082,                 1.0472,                 0.7933,                  1.141,             0.00038413,             0.00038413,             0.00038413
                     58,                0.68305,                0.49331,                0.92228,                0.85765,                0.70245,                0.82414,                0.57091,                 1.0718,                0.76245,                 1.1583,             0.00037824,             0.00037824,             0.00037824
                     59,                0.67775,                 0.4794,                 0.8939,                0.76421,                0.77799,                0.82679,                0.57971,                 1.0502,                0.75394,                 1.1542,             0.00037235,             0.00037235,             0.00037235
                     60,                0.66712,                0.45163,                0.90749,                0.81012,                0.68899,                0.79704,                0.55735,                 1.0402,                0.77689,                 1.1399,             0.00036646,             0.00036646,             0.00036646
                     61,                0.65257,                0.47907,                 0.9168,                0.79665,                0.74444,                0.81427,                 0.5753,                 1.0346,                0.74486,                 1.1471,             0.00036057,             0.00036057,             0.00036057
                     62,                0.68537,                0.48193,                0.93077,                0.81567,                 0.7236,                0.80864,                0.57001,                 1.0595,                0.76007,                 1.1748,             0.00035468,             0.00035468,             0.00035468
                     63,                0.67036,                 0.5158,                0.92078,                0.81037,                0.71686,                0.81554,                0.58524,                  1.024,                0.76294,                 1.1386,             0.00034879,             0.00034879,             0.00034879
                     64,                0.65368,                0.46153,                0.92379,                0.82771,                0.70826,                0.81346,                0.56665,                 1.0661,                0.77688,                 1.1718,              0.0003429,              0.0003429,              0.0003429
                     65,                0.69228,                0.51811,                0.96882,                0.81007,                0.74579,                0.81812,                 0.5677,                 1.0763,                0.76838,                 1.1656,             0.00033701,             0.00033701,             0.00033701
                     66,                0.65891,                0.46036,                 0.9096,                0.77232,                0.79136,                0.84234,                 0.5921,                 1.0248,                0.70897,                  1.121,             0.00033112,             0.00033112,             0.00033112
                     67,                0.65115,                0.43677,                 0.9004,                0.87735,                0.70078,                0.83567,                0.59192,                 1.0385,                0.69607,                 1.1289,             0.00032523,             0.00032523,             0.00032523
                     68,                0.68932,                0.45276,                0.90557,                0.76174,                 0.7508,                0.82474,                0.57488,                 1.0632,                0.73137,                 1.1516,             0.00031934,             0.00031934,             0.00031934
                     69,                 0.6215,                0.45566,                0.88544,                0.76433,                0.74593,                0.80956,                0.57114,                  1.058,                0.76278,                 1.1488,             0.00031345,             0.00031345,             0.00031345
                     70,                0.61974,                0.43403,                0.89697,                0.83825,                0.73036,                0.83042,                0.58253,                 1.0575,                0.73805,                 1.1534,             0.00030756,             0.00030756,             0.00030756
                     71,                0.64038,                0.44937,                0.90088,                0.86107,                0.70852,                0.83048,                0.58462,                 1.0396,                 0.7214,                 1.1481,             0.00030167,             0.00030167,             0.00030167
                     72,                0.60865,                0.44231,                 0.8989,                0.84735,                0.70234,                0.81812,                0.57654,                 1.0543,                 0.7388,                 1.1407,             0.00029577,             0.00029577,             0.00029577
                     73,                0.60254,                0.42279,                0.87952,                0.88203,                0.72463,                0.82991,                0.58724,                 1.0558,                0.71753,                 1.1628,             0.00028988,             0.00028988,             0.00028988
                     74,                0.60786,                0.41794,                0.88377,                0.88755,                0.69457,                0.82168,                0.58284,                 1.0764,                0.79511,                 1.1832,             0.00028399,             0.00028399,             0.00028399
                     75,                0.61207,                 0.4301,                0.89408,                0.81614,                0.72373,                0.81456,                0.57209,                 1.0827,                0.76431,                 1.1664,              0.0002781,              0.0002781,              0.0002781
                     76,                0.60692,                0.44532,                0.89129,                0.79494,                 0.7618,                0.82648,                0.59174,                 1.0715,                0.72774,                  1.189,             0.00027221,             0.00027221,             0.00027221
                     77,                 0.5658,                0.41891,                0.88299,                0.86291,                0.70925,                0.83218,                0.59213,                 1.0604,                0.70738,                  1.163,             0.00026632,             0.00026632,             0.00026632
                     78,                0.57649,                 0.4221,                0.87959,                0.86314,                0.70081,                0.81738,                 0.5863,                 1.0571,                 0.7382,                 1.1654,             0.00026043,             0.00026043,             0.00026043
                     79,                0.58458,                0.40149,                0.88374,                0.82873,                 0.7359,                0.84034,                0.59528,                 1.0429,                0.71333,                 1.1436,             0.00025454,             0.00025454,             0.00025454
                     80,                0.56652,                0.37997,                0.88074,                0.91572,                0.68393,                0.84522,                 0.5979,                  1.039,                0.70797,                 1.1377,             0.00024865,             0.00024865,             0.00024865
                     81,                0.56704,                0.38936,                0.87263,                0.82502,                 0.7562,                0.84246,                0.57986,                 1.0601,                0.71957,                 1.1509,             0.00024276,             0.00024276,             0.00024276
                     82,                0.56671,                0.40149,                0.88035,                 0.8254,                0.75229,                  0.828,                0.57824,                 1.0473,                0.74672,                 1.1481,             0.00023687,             0.00023687,             0.00023687
                     83,                 0.5566,                0.38576,                0.87427,                0.77963,                0.77521,                0.82982,                0.58455,                 1.0505,                0.69841,                 1.1385,             0.00023098,             0.00023098,             0.00023098
                     84,                0.55577,                0.38753,                0.86969,                0.84165,                0.72139,                0.81402,                0.57526,                 1.0356,                0.73752,                 1.1202,             0.00022509,             0.00022509,             0.00022509
                     85,                0.55196,                0.38407,                0.89329,                0.81871,                0.72789,                0.81295,                 0.5772,                 1.0229,                0.73561,                  1.123,              0.0002192,              0.0002192,              0.0002192
                     86,                 0.5448,                0.36946,                0.86415,                0.83447,                0.75386,                0.83373,                0.59207,                 1.0418,                0.71785,                 1.1306,             0.00021331,             0.00021331,             0.00021331
                     87,                0.54903,                 0.3827,                0.86302,                0.78166,                0.77396,                 0.8377,                0.60206,                  1.022,                0.68893,                 1.1235,             0.00020742,             0.00020742,             0.00020742
                     88,                0.64781,                0.59061,                0.93498,                0.78858,                0.74079,                 0.8284,                0.59664,                  1.027,                0.69977,                 1.1473,             0.00020153,             0.00020153,             0.00020153
                     89,                0.51175,                0.36114,                0.85629,                0.79073,                 0.7803,                0.83432,                0.60501,                 1.0428,                0.69573,                 1.1777,             0.00019564,             0.00019564,             0.00019564
                     90,                0.50865,                0.36278,                0.86259,                0.84268,                0.75303,                0.83686,                0.60191,                 1.0228,                0.70446,                 1.1648,             0.00018975,             0.00018975,             0.00018975
                     91,                0.52104,                0.36355,                0.86492,                0.82962,                0.75079,                0.83009,                0.59621,                 1.0273,                0.72636,                 1.1643,             0.00018385,             0.00018385,             0.00018385
                     92,                0.50591,                0.35655,                0.86857,                0.85664,                0.72825,                0.83318,                0.59408,                 1.0162,                0.70744,                 1.1413,             0.00017796,             0.00017796,             0.00017796
                     93,                 0.5081,                0.35047,                0.86582,                0.84515,                0.73355,                0.84252,                 0.5962,                 1.0224,                0.71951,                 1.1414,             0.00017207,             0.00017207,             0.00017207
                     94,                0.50343,                0.34811,                0.84463,                0.81299,                 0.7927,                0.85404,                0.61003,                 1.0107,                0.69502,                   1.14,             0.00016618,             0.00016618,             0.00016618
                     95,                0.49584,                 0.3518,                0.85911,                0.82453,                0.76838,                0.84593,                0.59935,                 1.0222,                0.69164,                 1.1487,             0.00016029,             0.00016029,             0.00016029
                     96,                0.45552,                0.36176,                0.86174,                0.82905,                0.77981,                0.85042,                0.60756,                  1.036,                0.67612,                 1.1551,              0.0001544,              0.0001544,              0.0001544
                     97,                0.50643,                0.37647,                0.87329,                0.86753,                0.71689,                0.84555,                0.60744,                 1.0355,                0.70671,                  1.146,             0.00014851,             0.00014851,             0.00014851
                     98,                0.47534,                0.33986,                0.85253,                0.78239,                0.78724,                0.84671,                0.60573,                 1.0262,                0.72008,                 1.1343,             0.00014262,             0.00014262,             0.00014262
                     99,                0.49586,                0.34421,                0.85449,                0.80275,                0.77002,                0.84927,                0.61103,                 1.0303,                0.70578,                 1.1381,             0.00013673,             0.00013673,             0.00013673
                    100,                0.47755,                0.33362,                0.84958,                0.84073,                0.74126,                0.84314,                0.61876,                 1.0132,                0.68936,                 1.1379,             0.00013084,             0.00013084,             0.00013084
                    101,                0.49441,                0.34743,                0.84353,                0.84844,                0.73067,                0.84177,                0.60628,                 1.0135,                0.69709,                 1.1443,             0.00012495,             0.00012495,             0.00012495
                    102,                0.46625,                0.34411,                0.85198,                 0.8467,                0.73576,                0.83693,                0.60382,                 1.0134,                 0.7147,                 1.1365,             0.00011906,             0.00011906,             0.00011906
                    103,                0.46686,                0.32994,                0.84766,                0.78329,                0.77606,                 0.8294,                0.59482,                 1.0121,                 0.6946,                 1.1347,             0.00011317,             0.00011317,             0.00011317
                    104,                0.47554,                0.33427,                0.85245,                0.88513,                0.71497,                0.83263,                0.60186,                  1.003,                0.69751,                 1.1299,             0.00010728,             0.00010728,             0.00010728
                    105,                 0.4949,                0.36091,                0.87217,                0.86768,                0.73717,                0.84428,                 0.6079,                 1.0105,                0.70254,                 1.1269,             0.00010139,             0.00010139,             0.00010139
                    106,                0.46569,                0.32103,                0.84274,                 0.8755,                0.73706,                0.85282,                0.60827,                 1.0223,                0.68402,                 1.1415,             9.5498e-05,             9.5498e-05,             9.5498e-05
                    107,                 0.4489,                0.33385,                0.84663,                 0.8384,                0.74216,                 0.8496,                0.60914,                 1.0081,                0.70521,                 1.1347,             8.9607e-05,             8.9607e-05,             8.9607e-05
                    108,                0.44855,                  0.318,                0.83977,                0.81619,                0.73645,                0.85077,                0.61183,                 1.0028,                0.71171,                 1.1255,             8.3716e-05,             8.3716e-05,             8.3716e-05
                    109,                0.45371,                0.32791,                0.84833,                0.77126,                0.78793,                0.85599,                0.61757,                  1.005,                0.68156,                 1.1243,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    110,                0.44263,                0.30401,                0.84279,                0.81788,                0.77332,                0.85786,                0.61372,                 1.0169,                0.67203,                 1.1281,             7.1936e-05,             7.1936e-05,             7.1936e-05
                    111,                0.45582,                0.28213,                0.82169,                0.83876,                0.74941,                 0.8559,                0.61013,                 1.0246,                 0.6875,                 1.1411,             6.6045e-05,             6.6045e-05,             6.6045e-05
                    112,                0.44332,                0.29216,                0.82226,                0.87523,                0.72653,                0.85675,                0.59996,                 1.0373,                0.69426,                 1.1512,             6.0154e-05,             6.0154e-05,             6.0154e-05
                    113,                0.41344,                0.25438,                0.81616,                0.84964,                0.75647,                0.85838,                0.60627,                 1.0359,                0.67269,                 1.1539,             5.4264e-05,             5.4264e-05,             5.4264e-05
                    114,                0.42306,                0.26268,                0.80845,                0.84793,                0.75442,                0.85359,                0.60602,                 1.0403,                0.68161,                 1.1534,             4.8374e-05,             4.8374e-05,             4.8374e-05
                    115,                0.40346,                0.26155,                0.81262,                0.84811,                0.75438,                0.85812,                0.60947,                 1.0319,                  0.684,                  1.154,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    116,                0.39041,                 0.2568,                0.81613,                0.85015,                0.74845,                0.85337,                0.61309,                 1.0326,                0.69371,                 1.1602,             3.6592e-05,             3.6592e-05,             3.6592e-05
                    117,                0.39168,                 0.2544,                  0.806,                0.84259,                 0.7487,                0.85633,                0.61299,                 1.0221,                0.69197,                 1.1542,             3.0702e-05,             3.0702e-05,             3.0702e-05
                    118,                0.40522,                0.26221,                0.80793,                 0.8554,                0.74085,                0.85842,                 0.6151,                 1.0185,                0.67715,                 1.1464,             2.4812e-05,             2.4812e-05,             2.4812e-05
                    119,                  0.392,                0.26437,                0.81633,                0.86049,                0.74313,                0.85607,                0.61304,                 1.0175,                0.69476,                 1.1475,             1.8921e-05,             1.8921e-05,             1.8921e-05
                    120,                0.39875,                0.25104,                0.80514,                0.85343,                0.74327,                0.85516,                0.60942,                 1.0139,                0.69792,                 1.1465,              1.303e-05,              1.303e-05,              1.303e-05
