                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.78703,                0.56772,                0.92516,                0.69758,                0.67594,                0.73245,                  0.521,                 1.0545,                0.87836,                 1.0862,             0.00047367,             0.00047367,             0.00047367
                     36,                0.75631,                0.56018,                0.91902,                0.78149,                0.68472,                0.76223,                0.52355,                 1.0935,                0.84559,                 1.1046,              0.0004666,              0.0004666,              0.0004666
                     37,                0.78116,                0.55949,                0.91239,                0.76813,                0.62094,                0.73611,                0.51635,                 1.0666,                0.87726,                 1.0741,             0.00045953,             0.00045953,             0.00045953
                     38,                0.76901,                0.55141,                0.92406,                0.78213,                0.62332,                0.73689,                0.51765,                 1.0956,                0.86389,                 1.1101,             0.00045246,             0.00045246,             0.00045246
                     39,                0.78145,                0.56818,                0.92274,                0.83988,                0.63954,                0.77552,                0.52518,                 1.1256,                0.84269,                 1.1011,             0.00044539,             0.00044539,             0.00044539
                     40,                 0.7478,                0.52823,                0.90199,                0.72165,                0.68173,                0.74606,                0.51825,                 1.0814,                0.86998,                  1.113,             0.00043832,             0.00043832,             0.00043832
                     41,                 0.7336,                0.54308,                0.91227,                0.72227,                0.75594,                 0.7663,                0.52805,                 1.0674,                0.82652,                 1.0951,             0.00043126,             0.00043126,             0.00043126
                     42,                0.76653,                0.52824,                0.91375,                0.75125,                0.71278,                0.77763,                 0.5456,                 1.0626,                0.85876,                 1.0908,             0.00042419,             0.00042419,             0.00042419
                     43,                0.75521,                0.51643,                0.90746,                0.73063,                0.69798,                0.75949,                 0.5371,                 1.0493,                0.87059,                 1.0981,             0.00041712,             0.00041712,             0.00041712
                     44,                0.72808,                0.48961,                0.89198,                0.78737,                0.67079,                0.77228,                0.54941,                  1.028,                0.78819,                 1.0883,             0.00041005,             0.00041005,             0.00041005
                     45,                0.71183,                0.49502,                0.91374,                0.77097,                0.72249,                 0.7915,                0.55253,                 1.0633,                0.82966,                 1.1179,             0.00040298,             0.00040298,             0.00040298
                     46,                0.67498,                0.46802,                 0.8906,                0.80378,                0.74227,                0.81445,                0.57478,                 1.0499,                0.76269,                 1.1113,             0.00039591,             0.00039591,             0.00039591
                     47,                0.71333,                0.50588,                0.89204,                0.76924,                0.77351,                0.81285,                0.56477,                 1.0275,                0.79101,                 1.0897,             0.00038884,             0.00038884,             0.00038884
                     48,                0.67308,                0.48435,                0.89285,                0.73881,                0.75979,                0.79783,                0.55082,                 1.0155,                0.80805,                  1.076,             0.00038178,             0.00038178,             0.00038178
                     49,                0.70397,                0.49652,                0.90197,                0.72259,                0.74336,                0.77502,                0.53171,                  1.035,                0.78882,                  1.064,             0.00037471,             0.00037471,             0.00037471
                     50,                 0.6727,                0.46832,                0.88664,                0.80226,                0.71562,                0.77307,                0.53695,                 1.0388,                0.77246,                 1.0659,             0.00036764,             0.00036764,             0.00036764
                     51,                 0.6785,                0.48994,                0.89156,                0.79353,                0.69386,                0.76934,                0.53565,                 1.0516,                0.80831,                 1.0755,             0.00036057,             0.00036057,             0.00036057
                     52,                0.70123,                0.47663,                0.89168,                0.70555,                0.73792,                0.78247,                0.54401,                 1.0625,                0.79658,                 1.0876,              0.0003535,              0.0003535,              0.0003535
                     53,                0.66246,                0.45672,                 0.8755,                0.75748,                0.72886,                0.78196,                0.54563,                 1.0767,                0.80826,                  1.103,             0.00034643,             0.00034643,             0.00034643
                     54,                0.66035,                 0.4532,                0.88597,                0.71641,                0.76707,                 0.7955,                0.56585,                 1.0498,                0.72705,                 1.0875,             0.00033936,             0.00033936,             0.00033936
                     55,                0.64822,                0.44664,                0.87888,                0.82348,                0.71486,                0.81694,                0.55851,                 1.0643,                0.70888,                 1.0802,              0.0003323,              0.0003323,              0.0003323
                     56,                0.65756,                0.45214,                0.88648,                 0.8497,                0.70249,                0.81098,                0.56669,                  1.051,                  0.731,                 1.0686,             0.00032523,             0.00032523,             0.00032523
                     57,                0.65465,                0.46188,                0.88301,                 0.8506,                0.66765,                0.78985,                0.54184,                 1.0518,                0.73812,                 1.0684,             0.00031816,             0.00031816,             0.00031816
                     58,                0.64873,                 0.4482,                0.87335,                0.78791,                0.69207,                0.77472,                0.54159,                 1.0564,                0.79719,                 1.0758,             0.00031109,             0.00031109,             0.00031109
                     59,                0.63494,                 0.4337,                0.87888,                0.82646,                 0.6652,                0.78331,                0.55771,                 1.0206,                0.77331,                 1.0554,             0.00030402,             0.00030402,             0.00030402
                     60,                0.64502,                0.45333,                0.87415,                0.75905,                0.71339,                0.78703,                0.55342,                 1.0098,                0.75758,                 1.0687,             0.00029695,             0.00029695,             0.00029695
                     61,                0.62314,                0.42114,                0.87012,                 0.7517,                0.71379,                0.78193,                0.55446,                 1.0326,                0.76778,                 1.0851,             0.00028988,             0.00028988,             0.00028988
                     62,                0.62085,                0.42406,                0.86637,                 0.7846,                0.66264,                0.78202,                0.54707,                 1.0311,                0.76104,                 1.0628,             0.00028282,             0.00028282,             0.00028282
                     63,                0.59757,                0.42641,                0.86939,                0.82804,                0.66992,                 0.7867,                0.55928,                 1.0334,                0.74587,                 1.0508,             0.00027575,             0.00027575,             0.00027575
                     64,                0.59575,                0.43252,                0.87076,                0.75483,                0.72873,                0.79938,                0.55511,                 1.0591,                0.78469,                 1.0796,             0.00026868,             0.00026868,             0.00026868
                     65,                0.61635,                0.42431,                0.86957,                0.79558,                0.68801,                0.80136,                0.56518,                 1.0361,                0.74305,                 1.0721,             0.00026161,             0.00026161,             0.00026161
                     66,                0.58623,                0.41367,                0.86692,                0.77312,                0.72173,                 0.7894,                0.56343,                 1.0464,                0.74626,                 1.0803,             0.00025454,             0.00025454,             0.00025454
                     67,                0.60095,                0.40873,                0.86819,                0.72157,                0.73906,                 0.7779,                0.54384,                 1.0387,                0.76754,                 1.0987,             0.00024747,             0.00024747,             0.00024747
                     68,                0.58597,                0.41189,                0.86301,                0.73723,                0.71879,                0.77954,                0.54661,                 1.0566,                0.75511,                 1.1238,              0.0002404,              0.0002404,              0.0002404
                     69,                0.60438,                0.40801,                0.85997,                0.75998,                0.73874,                0.79405,                 0.5529,                 1.0651,                0.73344,                 1.1272,             0.00023334,             0.00023334,             0.00023334
                     70,                0.60403,                0.41898,                 0.8635,                0.74507,                0.73389,                0.78008,                0.54477,                 1.0796,                0.71612,                 1.1346,             0.00022627,             0.00022627,             0.00022627
                     71,                0.55875,                0.37292,                0.85541,                0.77292,                0.72274,                0.79361,                0.56011,                 1.0498,                0.67076,                 1.1215,              0.0002192,              0.0002192,              0.0002192
                     72,                0.52659,                0.36585,                0.85094,                0.73095,                0.75349,                 0.7942,                0.56538,                 1.0246,                0.70887,                 1.0877,             0.00021213,             0.00021213,             0.00021213
                     73,                0.55983,                0.38583,                 0.8539,                0.73129,                0.75969,                0.79322,                0.55813,                 1.0507,                0.73202,                 1.0964,             0.00020506,             0.00020506,             0.00020506
