                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.78478,                0.56432,                0.95837,                0.78696,                0.70158,                0.75783,                0.52909,                 1.0887,                0.79261,                 1.1456,              0.0004666,              0.0004666,              0.0004666
                     37,                0.81104,                0.58443,                0.95049,                0.74845,                0.71122,                0.77348,                0.53178,                 1.0698,                0.84894,                 1.1484,             0.00045953,             0.00045953,             0.00045953
                     38,                0.77961,                0.56986,                0.95103,                0.79696,                0.67415,                0.76293,                0.52506,                 1.0439,                0.84286,                 1.1316,             0.00045246,             0.00045246,             0.00045246
                     39,                0.81189,                0.59423,                 0.9624,                0.85027,                0.64367,                0.77905,                 0.5283,                   1.07,                0.79296,                  1.139,             0.00044539,             0.00044539,             0.00044539
                     40,                0.76411,                0.53965,                0.93402,                0.79796,                0.66222,                0.76545,                0.52329,                 1.0432,                0.81485,                  1.144,             0.00043832,             0.00043832,             0.00043832
                     41,                0.74705,                0.54879,                0.94756,                0.76118,                  0.707,                 0.7843,                0.52819,                 1.0773,                0.78415,                  1.152,             0.00043126,             0.00043126,             0.00043126
                     42,                0.75678,                0.54499,                0.93728,                0.84322,                0.65742,                 0.7616,                0.53398,                 1.0915,                0.84023,                 1.1685,             0.00042419,             0.00042419,             0.00042419
                     43,                0.75318,                0.53253,                0.93851,                0.83479,                0.68556,                0.77878,                0.53853,                 1.0527,                0.77139,                 1.1633,             0.00041712,             0.00041712,             0.00041712
                     44,                0.72955,                 0.4985,                0.91934,                0.84252,                0.63301,                0.76762,                0.52867,                 1.0507,                0.81363,                 1.1644,             0.00041005,             0.00041005,             0.00041005
                     45,                0.72959,                0.52206,                0.95085,                0.85159,                0.65992,                0.78182,                0.53598,                 1.0583,                0.75659,                 1.1466,             0.00040298,             0.00040298,             0.00040298
                     46,                0.71179,                0.47807,                0.92632,                0.82927,                0.64555,                0.77526,                0.53573,                 1.0815,                0.78154,                 1.1507,             0.00039591,             0.00039591,             0.00039591
                     47,                0.75337,                0.51271,                0.92678,                0.82139,                0.68986,                0.79083,                0.53193,                 1.0224,                0.75915,                 1.1246,             0.00038884,             0.00038884,             0.00038884
                     48,                0.69935,                0.49534,                 0.9277,                0.74318,                0.73281,                 0.8002,                 0.5492,                 1.0581,                 0.7574,                 1.1468,             0.00038178,             0.00038178,             0.00038178
                     49,                0.74399,                0.51379,                0.93315,                0.80619,                0.68184,                0.78534,                  0.536,                 1.0425,                0.77619,                 1.1452,             0.00037471,             0.00037471,             0.00037471
                     50,                0.69971,                0.46329,                0.91652,                0.79905,                0.67635,                0.76314,                0.53767,                 1.0468,                0.78613,                 1.1643,             0.00036764,             0.00036764,             0.00036764
                     51,                0.70049,                0.49557,                0.91392,                0.81301,                0.66522,                0.79376,                0.54067,                 1.1055,                0.79569,                  1.174,             0.00036057,             0.00036057,             0.00036057
                     52,                0.74635,                0.49559,                 0.9211,                0.73435,                0.72434,                0.79016,                0.53671,                 1.1056,                0.77761,                 1.1832,              0.0003535,              0.0003535,              0.0003535
                     53,                0.67479,                0.45416,                0.90402,                0.79585,                0.68039,                0.79476,                0.55071,                 1.0808,                0.75154,                 1.1738,             0.00034643,             0.00034643,             0.00034643
                     54,                0.67148,                0.45831,                0.91233,                 0.7565,                 0.7244,                0.76931,                0.54139,                 1.0571,                0.75549,                  1.142,             0.00033936,             0.00033936,             0.00033936
                     55,                0.65157,                0.44502,                0.90363,                0.81881,                0.71379,                0.79448,                0.56153,                 1.0285,                0.73652,                 1.1289,              0.0003323,              0.0003323,              0.0003323
                     56,                0.66207,                0.45759,                0.91673,                0.71589,                0.74345,                0.79554,                0.54571,                 1.0419,                0.74575,                 1.1533,             0.00032523,             0.00032523,             0.00032523
                     57,                0.64939,                0.45959,                0.90385,                0.80119,                0.72865,                0.80686,                0.55657,                 1.0398,                0.73968,                 1.1618,             0.00031816,             0.00031816,             0.00031816
                     58,                0.65105,                0.45092,                0.89591,                0.83431,                0.69126,                0.80206,                0.57169,                  1.037,                0.73033,                 1.1405,             0.00031109,             0.00031109,             0.00031109
                     59,                0.64448,                 0.4456,                0.90228,                0.80831,                0.70349,                0.78857,                 0.5627,                 1.0342,                0.75359,                 1.1467,             0.00030402,             0.00030402,             0.00030402
                     60,                0.66173,                0.46103,                0.89989,                0.79695,                0.66068,                0.74265,                0.53291,                 1.0209,                0.78909,                 1.1292,             0.00029695,             0.00029695,             0.00029695
                     61,                0.62398,                0.41174,                0.89282,                0.85125,                0.61547,                 0.7259,                0.51195,                 1.0076,                0.79602,                 1.1205,             0.00028988,             0.00028988,             0.00028988
                     62,                0.63599,                0.42279,                 0.8914,                0.76909,                 0.6992,                0.76748,                0.53486,                 1.0357,                0.77601,                 1.1494,             0.00028282,             0.00028282,             0.00028282
                     63,                0.61697,                0.43658,                0.90035,                0.77245,                0.71047,                0.79243,                0.55904,                 1.0395,                0.79659,                 1.1392,             0.00027575,             0.00027575,             0.00027575
                     64,                0.61236,                0.44425,                0.89998,                0.84868,                0.64843,                0.79081,                0.54659,                  1.088,                0.79063,                 1.1557,             0.00026868,             0.00026868,             0.00026868
                     65,                0.62953,                0.43702,                0.89405,                0.76748,                 0.7054,                0.79813,                0.55994,                 1.0437,                0.72864,                 1.1418,             0.00026161,             0.00026161,             0.00026161
                     66,                0.61614,                0.42315,                0.89256,                0.76385,                0.76763,                0.82157,                0.56686,                  1.027,                0.72943,                 1.1124,             0.00025454,             0.00025454,             0.00025454
                     67,                0.62347,                0.41497,                0.88884,                 0.7561,                0.79424,                0.82574,                0.57408,                 1.0395,                0.73773,                 1.1286,             0.00024747,             0.00024747,             0.00024747
                     68,                0.60364,                0.41436,                0.88487,                0.82646,                0.72082,                0.81906,                0.57172,                 1.0445,                0.69151,                 1.1323,              0.0002404,              0.0002404,              0.0002404
                     69,                0.60071,                0.41697,                0.87073,                0.78163,                0.78242,                0.81919,                0.57995,                 1.0345,                 0.6819,                 1.1135,             0.00023334,             0.00023334,             0.00023334
                     70,                0.61032,                 0.4311,                0.88095,                0.82193,                0.71064,                0.80806,                0.56825,                 1.0581,                0.71482,                 1.1338,             0.00022627,             0.00022627,             0.00022627
                     71,                0.56499,                0.37494,                0.86971,                0.81367,                 0.7363,                0.82266,                0.57177,                 1.0653,                0.70862,                 1.1596,              0.0002192,              0.0002192,              0.0002192
                     72,                0.54125,                0.37556,                0.86477,                0.80605,                0.75172,                0.80338,                0.56259,                 1.0724,                0.72344,                 1.1736,             0.00021213,             0.00021213,             0.00021213
                     73,                 0.5632,                0.38484,                0.87046,                 0.7707,                0.73274,                0.80116,                0.56379,                 1.0446,                0.73124,                 1.1541,             0.00020506,             0.00020506,             0.00020506
                     74,                0.54963,                0.36651,                0.86796,                0.71571,                0.79394,                0.80853,                0.56826,                 1.0517,                0.73515,                 1.1639,             0.00019799,             0.00019799,             0.00019799
                     75,                0.56145,                0.38765,                0.86909,                0.80127,                0.74004,                0.81295,                0.57696,                 1.0361,                0.71029,                 1.1621,             0.00019092,             0.00019092,             0.00019092
                     76,                0.53948,                0.36057,                 0.8629,                  0.784,                0.74899,                0.82114,                 0.5868,                 1.0393,                0.74278,                 1.1757,             0.00018385,             0.00018385,             0.00018385
                     77,                0.52919,                0.35165,                0.86191,                0.78608,                0.71444,                0.80658,                0.57715,                 1.0482,                0.74185,                 1.1613,             0.00017679,             0.00017679,             0.00017679
                     78,                0.53802,                0.38031,                0.85749,                0.86644,                0.68334,                0.81569,                 0.5816,                 1.0227,                0.73489,                 1.1407,             0.00016972,             0.00016972,             0.00016972
                     79,                0.52069,                0.36611,                0.86606,                0.77592,                0.72581,                0.79702,                0.56947,                 1.0283,                0.72255,                 1.1517,             0.00016265,             0.00016265,             0.00016265
                     80,                0.50752,                0.36422,                0.86012,                 0.7681,                0.77718,                0.81698,                0.57497,                 1.0263,                0.70169,                 1.1555,             0.00015558,             0.00015558,             0.00015558
                     81,                0.51982,                 0.3473,                0.85657,                0.80825,                 0.7319,                0.81286,                0.57581,                  1.037,                0.71067,                 1.1498,             0.00014851,             0.00014851,             0.00014851
                     82,                0.50033,                0.33939,                0.85148,                0.80564,                0.75582,                0.81891,                0.56895,                 1.0456,                  0.709,                  1.146,             0.00014144,             0.00014144,             0.00014144
                     83,                0.50145,                0.33876,                0.85485,                0.77452,                0.74989,                0.81816,                 0.5791,                 1.0287,                0.70176,                 1.1398,             0.00013437,             0.00013437,             0.00013437
                     84,                0.48668,                0.34193,                0.85127,                0.81096,                0.74758,                 0.8258,                0.58916,                 1.0263,                0.69125,                 1.1424,             0.00012731,             0.00012731,             0.00012731
                     85,                0.50132,                0.35853,                0.85285,                0.81801,                0.73611,                0.81314,                 0.5766,                 1.0513,                0.70171,                 1.1571,             0.00012024,             0.00012024,             0.00012024
                     86,                0.50376,                0.36328,                 0.8446,                0.76634,                0.75174,                 0.7949,                0.55546,                 1.0689,                 0.7144,                 1.1717,             0.00011317,             0.00011317,             0.00011317
                     87,                0.49113,                0.35025,                0.84913,                0.78995,                0.73506,                0.79596,                0.57075,                  1.073,                0.69146,                 1.1893,              0.0001061,              0.0001061,              0.0001061
                     88,                0.48101,                 0.3421,                0.85329,                0.86418,                0.70575,                0.79853,                0.58037,                 1.0388,                0.69781,                 1.1785,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.49255,                0.35611,                0.85192,                0.86769,                0.71041,                0.80458,                0.58387,                 1.0349,                0.68735,                 1.1778,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.46703,                0.32564,                0.84355,                0.85924,                0.71385,                0.80949,                 0.5846,                  1.032,                0.66572,                 1.1644,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                 0.4943,                 0.3034,                0.82817,                0.86469,                0.71871,                0.81715,                0.58066,                 1.0233,                0.65907,                 1.1606,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.46054,                0.28611,                0.81756,                0.87359,                 0.7185,                0.80837,                0.57861,                 1.0275,                0.66953,                 1.1653,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.45643,                0.29557,                0.82687,                0.85961,                0.70736,                0.80468,                0.57485,                 1.0269,                0.68851,                 1.1711,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.43738,                0.27623,                0.82044,                0.81709,                0.72503,                0.80434,                0.57181,                 1.0366,                0.71157,                 1.1812,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.43072,                0.26791,                 0.8159,                 0.7944,                0.73303,                 0.8088,                0.57368,                 1.0311,                0.70875,                 1.1821,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.43265,                0.28903,                0.81625,                0.77566,                0.74478,                0.80799,                0.57679,                 1.0297,                0.69711,                 1.1781,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.41662,                0.26188,                0.82145,                0.81607,                0.72276,                0.80364,                0.57295,                 1.0277,                0.69249,                 1.1797,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                 0.4302,                0.26424,                0.82634,                0.82117,                0.71853,                0.80279,                0.57537,                  1.027,                0.69961,                 1.1758,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.39348,                0.26455,                0.80866,                0.81793,                0.71621,                0.80249,                 0.5708,                 1.0335,                 0.7059,                 1.1787,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    100,                0.41383,                0.28287,                0.81569,                0.80849,                0.71565,                0.79876,                0.56652,                 1.0337,                0.70839,                 1.1784,             1.4209e-05,             1.4209e-05,             1.4209e-05
