                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                0.97156,                0.50868,                0.88593,                0.19903,                0.43806,                 0.2024,                0.13114,                    nan,                    nan,                    nan,               0.000359,               0.000359,               0.000359
                     56,                0.97779,                0.51773,                0.88563,                0.21105,                0.29832,                0.16452,                0.10819,                    nan,                    nan,                    nan,              0.0003425,              0.0003425,              0.0003425
                     57,                0.95016,                0.50303,                0.88016,                0.25232,                0.28953,                0.15549,                0.09693,                    nan,                    nan,                    nan,               0.000326,               0.000326,               0.000326
                     58,                0.95274,                0.50042,                0.88287,                0.17601,                0.38647,                0.17284,                0.10676,                    nan,                    nan,                    nan,              0.0003095,              0.0003095,              0.0003095
                     59,                0.95696,                0.50374,                0.88677,                 0.1894,                0.40131,                0.18286,                0.11061,                    nan,                    nan,                    nan,               0.000293,               0.000293,               0.000293
                     60,                0.94947,                 0.4977,                 0.8783,                0.19434,                0.33663,                0.14825,                0.09561,                    nan,                    nan,                    nan,              0.0002765,              0.0002765,              0.0002765
                     61,                0.93313,                0.49467,                0.87668,                0.16059,                0.45968,                0.18333,                 0.1185,                    nan,                    nan,                    nan,                0.00026,                0.00026,                0.00026
                     62,                0.92207,                0.48869,                0.87373,                0.18163,                0.38229,                0.17285,                 0.1145,                    nan,                    nan,                    nan,              0.0002435,              0.0002435,              0.0002435
                     63,                 0.9336,                0.49461,                0.87618,                0.17323,                0.53246,                0.17594,                0.11167,                    nan,                    nan,                    nan,               0.000227,               0.000227,               0.000227
                     64,                0.93084,                0.49782,                0.87892,                0.17466,                0.49581,                 0.1687,                0.11075,                    nan,                    nan,                    nan,              0.0002105,              0.0002105,              0.0002105
                     65,                0.91959,                0.48794,                0.87608,                0.17589,                0.46955,                0.17649,                0.11667,                    nan,                    nan,                    nan,               0.000194,               0.000194,               0.000194
                     66,                0.93129,                0.49298,                0.87369,                0.18511,                0.28888,                0.13436,                0.08629,                    nan,                    nan,                    nan,              0.0001775,              0.0001775,              0.0001775
                     67,                0.90977,                0.47251,                0.86984,                0.15489,                0.39091,                0.15148,                0.09351,                    nan,                    nan,                    nan,               0.000161,               0.000161,               0.000161
                     68,                0.90234,                0.46142,                0.86639,                0.18355,                0.33292,                0.14985,                0.09788,                    nan,                    nan,                    nan,              0.0001445,              0.0001445,              0.0001445
                     69,                0.88437,                0.46104,                 0.8607,                0.18469,                0.34753,                0.14834,                0.09433,                    nan,                    nan,                    nan,               0.000128,               0.000128,               0.000128
                     70,                0.89413,                0.45372,                0.86416,                 0.1905,                0.35435,                0.15832,                0.10522,                    nan,                    nan,                    nan,              0.0001115,              0.0001115,              0.0001115
                     71,                 0.8738,                0.45028,                0.86177,                0.14437,                0.48512,                 0.1613,                0.10752,                    nan,                    nan,                    nan,                9.5e-05,                9.5e-05,                9.5e-05
                     72,                0.86666,                0.44676,                0.85444,                0.14206,                0.37857,                0.14915,                 0.0997,                    nan,                    nan,                    nan,               7.85e-05,               7.85e-05,               7.85e-05
                     73,                0.86798,                0.44209,                0.86153,                0.15565,                0.35585,                0.13936,                0.09355,                    nan,                    nan,                    nan,                6.2e-05,                6.2e-05,                6.2e-05
                     74,                0.85479,                0.44118,                 0.8564,                0.15869,                 0.4092,                0.14648,                0.09785,                    nan,                    nan,                    nan,               4.55e-05,               4.55e-05,               4.55e-05
                     75,                0.85974,                0.43796,                 0.8597,                0.17527,                0.38745,                0.15381,                0.09966,                    nan,                    nan,                    nan,                2.9e-05,                2.9e-05,                2.9e-05
